Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
09/04/2018,First Tech Feder,First Tech Feder CK-WTHPPD ID: 321180379,100,debit,Mortgage & Rent,TOTAL CHECKING,,
09/04/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,3.89,credit,Transfer,TOTAL CHECKING,,
09/04/2018,Arco,ARCO #42110 MISSION HILLS CA09/04,19.99,debit,Gas & Fuel,TOTAL CHECKING,,
09/04/2018,Linode,LINODE.COM 855-4546633 NJ09/01,5,debit,Business Services,TOTAL CHECKING,,
09/04/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,2.69,credit,Transfer,TOTAL CHECKING,,
09/04/2018,Stripe Transfer Ccd,STRIPE           TRANSFERCCD ID: 1800948598,110.48,credit,Transfer,TOTAL CHECKING,,
09/04/2018,ATM Withdrawal,ATM WITHDRAWAL005602  09/0417204 SAT,20,debit,Cash & ATM,TOTAL CHECKING,,
09/04/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,3,credit,Transfer,TOTAL CHECKING,,
8/30/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,74.96,credit,Transfer,TOTAL CHECKING,,
8/29/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,38.94,credit,Transfer,TOTAL CHECKING,,
8/28/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,13.76,credit,Transfer,TOTAL CHECKING,,
8/28/2018,Cre Dit One,Online Payment 7437196525 To CREDIT ONE BANK 08/28,93.45,debit,Credit Card Payment,TOTAL CHECKING,,
8/28/2018,Stripe Transfer Ccd,STRIPE           TRANSFERCCD ID: 1800948598,83.27,credit,Transfer,TOTAL CHECKING,,
8/28/2018,Fir St Progress,Online Payment 7437180857 To FIRST PROGRESS 08/28,40.48,debit,Credit Card Payment,TOTAL CHECKING,,
8/27/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,2.64,credit,Transfer,TOTAL CHECKING,,
8/27/2018,PayPal,PAYPAL           INST XFER  FINANCIALFI     WEB ID: PAYPALSI77,8,debit,Shopping,TOTAL CHECKING,,
8/27/2018,ATM Withdrawal,ATM WITHDRAWAL003829  08/251027 W MA,20,debit,Cash & ATM,TOTAL CHECKING,,
8/27/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,27.55,credit,Transfer,TOTAL CHECKING,,
8/27/2018,First Tech Feder,First Tech Feder CK-WTHPPD ID: 321180379,100,debit,Mortgage & Rent,TOTAL CHECKING,,
8/27/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,6.62,credit,Transfer,TOTAL CHECKING,,
8/24/2018,Amazon Kindle,Kindle Unltd 866-321-8851 WA08/24,9.99,debit,Books,TOTAL CHECKING,,
8/24/2018,Carl's Jr,CARLS JR 7378 VAN NUYS CA08/24,7.87,debit,Fast Food,TOTAL CHECKING,,
8/24/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,27.04,credit,Transfer,TOTAL CHECKING,,
8/23/2018,Food 4 Less,FOOD4LESS 0323 VAN NUYS CA694105  08/23,10.36,debit,Groceries,TOTAL CHECKING,,
8/23/2018,Burger King,BURGER KING #12312 LOS ANGELES CA            08/21,8.09,debit,Fast Food,TOTAL CHECKING,,
8/23/2018,T-Mobile,TMOBILE*POSTPAID IVR 800-937-8997 WA         08/22,140,debit,Mobile Phone,TOTAL CHECKING,,
8/23/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,125.55,credit,Transfer,TOTAL CHECKING,,
8/22/2018,Tnxi Payroll Ppd,TNXI             PAYROLLPPD ID: 2300889828,911.82,credit,Paycheck,TOTAL CHECKING,,
8/22/2018,Fir St Progress,Online Payment 7421890480 To FIRST PROGRESS 08/22,48.91,debit,Credit Card Payment,TOTAL CHECKING,,
8/22/2018,Arco,ARCO #42433 LOS ANGELES CA08/22,20.09,debit,Gas & Fuel,TOTAL CHECKING,,
8/22/2018,ATM Withdrawal,ATM WITHDRAWAL001485  08/2210348 SEP,700,debit,Cash & ATM,TOTAL CHECKING,,
8/21/2018,Yoshinoya Co,YOSHINOYA #249 LOS ANGELES CA08/20,5.46,debit,Restaurants,TOTAL CHECKING,,
8/21/2018,Cents Only,99-CENTS-ONLY #0084 LOS ANGELESCA           08/20,6.09,debit,Groceries,TOTAL CHECKING,,
8/21/2018,ATM Withdrawal,ATM WITHDRAWAL005906  08/204550 W PI,20,debit,Cash & ATM,TOTAL CHECKING,,
8/21/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,26.15,credit,Transfer,TOTAL CHECKING,,
8/21/2018,Robinhood Inn,ROBINHOOD (CRFN) ACH        20180820156063  WEB ID: 1000101344,10,debit,Hotel,TOTAL CHECKING,,
8/20/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,3.76,credit,Transfer,TOTAL CHECKING,,
8/20/2018,Zankou Chicken,ZANKOU CHICKEN LOS ANGELES CA08/18,13.67,debit,Restaurants,TOTAL CHECKING,,
8/17/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,1.31,credit,Transfer,TOTAL CHECKING,,
8/17/2018,Yoshinoya,YOSHINOYA  SEPULVEDA PANORAMA CITY CA        08/16,8.76,debit,Fast Food,TOTAL CHECKING,,
8/16/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,90.12,credit,Transfer,TOTAL CHECKING,,
8/16/2018,ATM Withdrawal,ATM WITHDRAWAL008262  08/1610348 SEP,40,debit,Cash & ATM,TOTAL CHECKING,,
8/16/2018,El Pollo Loco,5983 EL POLLO LOCO LOS ANGELES CA            08/14,8.75,debit,Fast Food,TOTAL CHECKING,,
8/15/2018,7-Eleven,7-ELEVEN LOS ANGELES CA08/14,6.23,debit,Fast Food,TOTAL CHECKING,,
8/15/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,1.73,credit,Transfer,TOTAL CHECKING,,
8/15/2018,ATM Withdrawal,ATM WITHDRAWAL001833  08/159154 SEPU,20,debit,Cash & ATM,TOTAL CHECKING,,
8/15/2018,ATM Withdrawal,ATM WITHDRAWAL008797  08/159745 LAUR,20,debit,Cash & ATM,TOTAL CHECKING,,
8/14/2018,Arco,ARCO #42110 MISSION HILLS CA08/14,33.41,debit,Gas & Fuel,TOTAL CHECKING,,
8/14/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,27.26,credit,Transfer,TOTAL CHECKING,,
8/13/2018,Arco,ARCO #42433 LOS ANGELES CA08/11,32.4,debit,Gas & Fuel,TOTAL CHECKING,,
8/13/2018,Opensky Onlinepymt Web,OPENSKY          ONLINEPYMT 182220117514736 WEB ID: 9000002843,128.62,debit,Bills & Utilities,TOTAL CHECKING,,
8/13/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,51.75,credit,Transfer,TOTAL CHECKING,,
8/10/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,17.76,credit,Transfer,TOTAL CHECKING,,
08/09/2018,Progressive,PROGRESSIVE *INSURANC 800-776-4737 OH        08/08,57.92,debit,Auto Insurance,TOTAL CHECKING,,
08/09/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,83.02,credit,Transfer,TOTAL CHECKING,,
08/09/2018,Capital One Mobile,CAPITAL ONE      MOBILE PMT 822039800162445 WEB ID: 9279744980,33.95,debit,Credit Card Payment,TOTAL CHECKING,,
08/08/2018,ATM Withdrawal,ATM WITHDRAWAL002301  08/089745 LAUR,240,debit,Cash & ATM,TOTAL CHECKING,,
08/08/2018,Fir St Progress,Online Payment 7384026170 To FIRST PROGRESS 08/08,118.34,debit,Credit Card Payment,TOTAL CHECKING,,
08/08/2018,CA State Tax,FRANCHISE TAX BO PAYMENTS   58676532     PM TEL ID: 1282532045,51,debit,State Tax,TOTAL CHECKING,,
08/08/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,18.16,credit,Transfer,TOTAL CHECKING,,
08/07/2018,ATM Withdrawal,ATM WITHDRAWAL007684  08/079154 SEPU,600,debit,Cash & ATM,TOTAL CHECKING,,
08/07/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,11.91,credit,Transfer,TOTAL CHECKING,,
08/07/2018,Tnxi Payroll Ppd,TNXI             PAYROLLPPD ID: 2300889828,1111.86,credit,Paycheck,TOTAL CHECKING,,
08/07/2018,Arco,ARCO #42799 AMPM VAN NUYS CA08/07,36.35,debit,Gas & Fuel,TOTAL CHECKING,,
08/06/2018,Chick-Fil-A,CHICK-FIL-A #02703 LOS ANGELES CA            08/04,7.83,debit,Fast Food,TOTAL CHECKING,,
08/06/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,55.17,credit,Transfer,TOTAL CHECKING,,
08/03/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,2.46,credit,Transfer,TOTAL CHECKING,,
08/02/2018,ATM Withdrawal,ATM WITHDRAWAL008843  08/027108 SEPU,200,debit,Cash & ATM,TOTAL CHECKING,,
08/02/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,212.99,credit,Transfer,TOTAL CHECKING,,
08/02/2018,Chick-Fil-A,CHICK-FIL-A #02703 LOS ANGELES CA            07/31,7.83,debit,Fast Food,TOTAL CHECKING,,
08/02/2018,Arco,ARCO #42799 AMPM VAN NUYS CA08/02 Purchase $3.84 Cash Back $10.00,13.84,debit,Gas & Fuel,TOTAL CHECKING,,
08/02/2018,Linode,LINODE.COM 855-4546633 NJ08/01,3.87,debit,Business Services,TOTAL CHECKING,,
08/01/2018,Arco,ARCO #42804 LOS ANGELES CA07/31,33.61,debit,Gas & Fuel,TOTAL CHECKING,,
08/01/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,10.36,credit,Transfer,TOTAL CHECKING,,
7/30/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,7.71,credit,Transfer,TOTAL CHECKING,,
7/30/2018,ATM Withdrawal,ATM WITHDRAWAL007791  07/291500 VINE,100,debit,Cash & ATM,TOTAL CHECKING,,
7/30/2018,Burger King,BURGER KING #11299 LOS ANGELES CA            07/27,3.82,debit,Fast Food,TOTAL CHECKING,,
7/30/2018,Old Navy,OLD NAVY US 5554 LOS ANGELES CA07/28,8.76,debit,Clothing,TOTAL CHECKING,,
7/30/2018,Jack in the Box,JACK IN THE BOX 3228 SOUTH GATECA           07/29,10.44,debit,Fast Food,TOTAL CHECKING,,
7/30/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,13.95,credit,Transfer,TOTAL CHECKING,,
7/27/2018,ATM Fee,NON-CHASE ATM WITHDRAW190062  07/27900 N Hil,2.5,debit,ATM Fee,TOTAL CHECKING,,
7/27/2018,ATM Withdrawal,NON-CHASE ATM WITHDRAW190062  07/27900 N Hil,40,debit,Cash & ATM,TOTAL CHECKING,,
7/27/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,88.5,credit,Transfer,TOTAL CHECKING,,
7/27/2018,Arco,ARCO #42274 LOS ANGELES CA07/26,35.43,debit,Gas & Fuel,TOTAL CHECKING,,
7/27/2018,McDonald's,MCDONALD'S M2115 OF CA VAN NUYSCA           07/25,3.6,debit,Fast Food,TOTAL CHECKING,,
7/27/2018,Yoshinoya,YOSHINOYA LOS ANGELES CA07/26,7.11,debit,Fast Food,TOTAL CHECKING,,
7/27/2018,ATM Fee,NON-CHASE ATM FEE-WITH,2.5,debit,ATM Fee,TOTAL CHECKING,,
7/27/2018,Deposit Id Number,DEPOSIT  ID NUMBER  82525,400,credit,Income,TOTAL CHECKING,,
7/27/2018,USPS,USPS PO 05678002 1091 SAN FERNANDO CA313546  07/27,400,debit,Shipping,TOTAL CHECKING,,
7/26/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,138.12,credit,Transfer,TOTAL CHECKING,,
7/25/2018,ATM Withdrawal,ATM WITHDRAWAL008883  07/259154 SEPU,40,debit,Cash & ATM,TOTAL CHECKING,,
7/25/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,60.55,credit,Transfer,TOTAL CHECKING,,
7/25/2018,AutoZone,AUTOZONE  5498 8344 SE SEPULVEDACA  958560  07/25,8.2,debit,Service & Parts,TOTAL CHECKING,,
7/25/2018,Arco,ARCO #42799 AMPM VAN NUYS CA07/25 Purchase $2.34 Cash Back $10.00,12.34,debit,Gas & Fuel,TOTAL CHECKING,,
7/24/2018,Amazon Kindle,Amazon Kindle Unlimit 866-321-8851 WA        07/24,9.99,debit,Books,TOTAL CHECKING,,
7/24/2018,Ameripark,AMERIPARK 30366800 WES CANOGA PARK CA        07/20,2,debit,Parking,TOTAL CHECKING,,
7/24/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,2.52,credit,Transfer,TOTAL CHECKING,,
7/23/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,2.05,credit,Transfer,TOTAL CHECKING,,
7/23/2018,Wal-Mart,Wal-Mart Store PANORAMA CITY CA07/23,29.54,debit,Shopping,TOTAL CHECKING,,
7/23/2018,Arco,ARCO #42107 NORTH HILLS CA07/22,33.17,debit,Gas & Fuel,TOTAL CHECKING,,
7/23/2018,ATM Withdrawal,ATM WITHDRAWAL008696  07/218844 W SU,400,debit,Cash & ATM,TOTAL CHECKING,,
7/20/2018,Burger King,BURGER KING #11024 LOS ANGELES CA            07/18,4.15,debit,Fast Food,TOTAL CHECKING,,
7/20/2018,ATM Withdrawal,ATM WITHDRAWAL002264  07/207108 SEPU,800,debit,Cash & ATM,TOTAL CHECKING,,
7/20/2018,Tnxi Payroll Ppd,TNXI             PAYROLLPPD ID: 2300889828,1252.8,credit,Paycheck,TOTAL CHECKING,,
7/19/2018,Jack in the Box,JACK IN THE BOX 0307 NORTHRIDGECA           07/18,3.93,debit,Fast Food,TOTAL CHECKING,,
7/19/2018,Linode,LINODE.COM 855-4546633 NJ07/18,5,debit,Business Services,TOTAL CHECKING,,
7/19/2018,Burger King,BURGER KING #3679 VAN NUYS CA07/17,4.15,debit,Fast Food,TOTAL CHECKING,,
7/19/2018,McDonald's,MCDONALD'S F10088 LANCASTER CA07/17,5.91,debit,Fast Food,TOTAL CHECKING,,
7/19/2018,Quiznos,QUIZNO'S (5608) LOS ANGELES CA07/19,9.31,debit,Fast Food,TOTAL CHECKING,,
7/19/2018,ATM Withdrawal,ATM WITHDRAWAL004535  07/199154 SEPU,60,debit,Cash & ATM,TOTAL CHECKING,,
7/18/2018,Burger King,BURGER KING #12312 LOS ANGELES CA            07/16,4.15,debit,Fast Food,TOTAL CHECKING,,
7/18/2018,Yoshinoya Hollywood,YOSHINOYA  HOLLYWOOD LOS ANGELESCA          07/17,7.98,debit,Fast Food,TOTAL CHECKING,,
7/18/2018,7-Eleven,7-ELEVEN LOS ANGELES CA07/18,2.07,debit,Fast Food,TOTAL CHECKING,,
7/18/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,77.12,credit,Transfer,TOTAL CHECKING,,
7/17/2018,Quickpay With Zelle,QuickPay with Zelle payment to Keisha Nicole Thorne 7323334243,60,debit,Credit Card Payment,TOTAL CHECKING,,
7/16/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,2.86,credit,Transfer,TOTAL CHECKING,,
7/16/2018,T-Mobile,TMOBILE*POSTPAID PDA 800-937-8997 WA         07/15,85,debit,Mobile Phone,TOTAL CHECKING,,
7/16/2018,Progressive,PROGRESSIVE *INSURANC 800-776-4737 OH        07/15,61.92,debit,Auto Insurance,TOTAL CHECKING,,
7/16/2018,Arco,ARCO #42433 LOS ANGELES CA07/16,35.13,debit,Gas & Fuel,TOTAL CHECKING,,
7/16/2018,Taco Bell,TACO BELL #19898 VAN NUYS CA07/13,9.41,debit,Fast Food,TOTAL CHECKING,,
7/16/2018,Hyd Power Inc,PAYPAL *HYDPOWERINC 402935773307/13,13.95,debit,Home,TOTAL CHECKING,,
7/16/2018,Subway,SUBWAY        00568766 GARDENA CA            07/15,1.39,debit,Fast Food,TOTAL CHECKING,,
7/16/2018,Jack in the Box,JACK IN THE BOX 0385 LOS ANGELESCA          07/14,5.46,debit,Fast Food,TOTAL CHECKING,,
7/16/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,32.51,credit,Transfer,TOTAL CHECKING,,
7/16/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,61.5,credit,Transfer,TOTAL CHECKING,,
7/13/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,59.72,credit,Transfer,TOTAL CHECKING,,
7/13/2018,Purchase From,Purchase from,13.95,debit,Electronics & Software,PayPal Account,,
7/12/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,150.93,credit,Transfer,TOTAL CHECKING,,
7/11/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,92.64,credit,Transfer,TOTAL CHECKING,,
7/11/2018,ATM Cash Deposit,ATM CASH DEPOSIT 07/10 12051 VENTURA BLVD STUDIO CITY CA,50,credit,Income,TOTAL CHECKING,,
7/11/2018,ATM Withdrawal,ATM WITHDRAWAL001231  07/119154 SEPU,360,debit,Cash & ATM,TOTAL CHECKING,,
7/11/2018,Walgreens,WALGREENS STORE 1501 V LOS ANGELES CA244856  07/11,6.49,debit,Pharmacy,TOTAL CHECKING,,
7/11/2018,Fir St Progress,Online Payment 7305908229 To FIRST PROGRESS 07/11,7.25,debit,Credit Card Payment,TOTAL CHECKING,,
7/11/2018,Quickpay With Zelle,QuickPay with Zelle payment to Keisha Nicole Thorne 7304202404,50,debit,Credit Card Payment,TOTAL CHECKING,,
7/10/2018,Opensky Onlinepymt Web,OPENSKY          ONLINEPYMT 181890114884955 WEB ID: 9000002843,297.97,debit,Bills & Utilities,TOTAL CHECKING,,
7/10/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,62.77,credit,Transfer,TOTAL CHECKING,,
7/10/2018,ATM Withdrawal,ATM WITHDRAWAL000781  07/109154 SEPU,320,debit,Cash & ATM,TOTAL CHECKING,,
07/09/2018,ATM Withdrawal,ATM WITHDRAWAL001039  07/071500 VINE,600,debit,Cash & ATM,TOTAL CHECKING,,
07/09/2018,CA State Tax,FRANCHISE TAX BO PAYMENTS   58304337     PM TEL ID: 1282532045,51,debit,State Tax,TOTAL CHECKING,,
07/09/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,42.14,credit,Transfer,TOTAL CHECKING,,
07/09/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,231.09,credit,Transfer,TOTAL CHECKING,,
07/09/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,2.37,credit,Transfer,TOTAL CHECKING,,
07/09/2018,ATM Cash Deposit 1500 Vine Street,ATM CASH DEPOSIT 07/08 1500 VINEST HOLLYWOOD CA,300,credit,Income,TOTAL CHECKING,,
07/09/2018,Fir St Progress,Online Payment 7295627818 To FIRST PROGRESS 07/09,190,debit,Credit Card Payment,TOTAL CHECKING,,
07/09/2018,Lyft Deposit Ca,LYFT   *DEPOSIT 06.23 855-280-0278 CA        07/06,250,credit,Income,TOTAL CHECKING,,
07/06/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,3.69,credit,Transfer,TOTAL CHECKING,,
07/06/2018,Tnxi Payroll Ppd,TNXI             PAYROLLPPD ID: 2300889828,839.37,credit,Paycheck,TOTAL CHECKING,,
07/05/2018,Yoshinoya,YOSHINOYA LOS ANGELES CA07/03,8.09,debit,Fast Food,TOTAL CHECKING,,
07/05/2018,7-Eleven,7-ELEVEN LOS ANGELES CA07/05,2.07,debit,Fast Food,TOTAL CHECKING,,
07/05/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,52.27,credit,Transfer,TOTAL CHECKING,,
07/05/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,119.28,credit,Transfer,TOTAL CHECKING,,
07/05/2018,ATM Withdrawal,ATM WITHDRAWAL005065  07/0510221 COM,140,debit,Cash & ATM,TOTAL CHECKING,,
07/03/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,5.86,credit,Transfer,TOTAL CHECKING,,
07/02/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,52.24,credit,Transfer,TOTAL CHECKING,,
07/02/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,95.84,credit,Transfer,TOTAL CHECKING,,
07/02/2018,ATM Withdrawal,ATM WITHDRAWAL004093  07/021140 W AV,200,debit,Cash & ATM,TOTAL CHECKING,,
07/02/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,54.46,credit,Transfer,TOTAL CHECKING,,
07/02/2018,Opensky Onlinepymt Web,OPENSKY          ONLINEPYMT 181800114111457 WEB ID: 9000002843,25,debit,Bills & Utilities,TOTAL CHECKING,,
6/29/2018,Quickpay With Zelle,QuickPay with Zelle payment fromKEISHA THORNE 7273380421,300,credit,Credit Card Payment,TOTAL CHECKING,,
6/29/2018,Arco,ARCO #42433 LOS ANGELES CA06/29,25.63,debit,Gas & Fuel,TOTAL CHECKING,,
6/29/2018,ATM Withdrawal,ATM WITHDRAWAL004178  06/296400 LAUR,60,debit,Cash & ATM,TOTAL CHECKING,,
6/29/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,196.35,credit,Transfer,TOTAL CHECKING,,
6/29/2018,ATM Withdrawal,ATM WITHDRAWAL009896  06/2915903 VEN,300,debit,Cash & ATM,TOTAL CHECKING,,
6/28/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,36.34,credit,Transfer,TOTAL CHECKING,,
6/27/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,1.37,credit,Transfer,TOTAL CHECKING,,
6/26/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,33.98,credit,Transfer,TOTAL CHECKING,,
6/26/2018,T-Mobile,TMOBILE*AUTO PAY 800-937-8997 WA06/26,155,debit,Mobile Phone,TOTAL CHECKING,,
6/26/2018,Insufficient Funds Fee,INSUFFICIENT FUNDS FEE FOR A $155.00 RECURRING CARD PURCHASE - DETAILS:       0626TMOBILE*AUTO PAY 800-937-8997 WA     04833160170983842                                                                                           01,34,debit,Bank Fee,TOTAL CHECKING,,
6/25/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,47.79,credit,Transfer,TOTAL CHECKING,,
6/25/2018,Hotels.com,HOTELS.COM149332342235 HOTELS.COM WA         06/24,70.39,debit,Hotel,TOTAL CHECKING,,
6/25/2018,7-Eleven,7-ELEVEN LOS ANGELES CA06/24,1.04,debit,Fast Food,TOTAL CHECKING,,
6/25/2018,AutoZone,AUTOZONE  5434 1306 13 LOS ANGELES CA525196  06/24,13.78,debit,Service & Parts,TOTAL CHECKING,,
6/25/2018,Fir St Progress,Online Payment 7259967568 To FIRST PROGRESS 06/25,100,debit,Credit Card Payment,TOTAL CHECKING,,
6/25/2018,AutoZone,AUTOZONE  5432 5852 SA LOS ANGELES CA710068  06/25,16.41,debit,Service & Parts,TOTAL CHECKING,,
6/25/2018,Lyft Deposit Ca,LYFT   *DEPOSIT 06.23 8552800278CA          06/22,250,debit,Auto Payment,TOTAL CHECKING,,
6/25/2018,Sm City Parking,SM CITY PARKING METER SANTA MONICA CA        06/23,8.5,debit,Parking,TOTAL CHECKING,,
6/25/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,55.26,credit,Transfer,TOTAL CHECKING,,
6/25/2018,DMV,CA DMV W HOLLYWOOD FO W HOLLYWOOD CA 263091  06/25,60,debit,Auto & Transport,TOTAL CHECKING,,
6/25/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,42.18,credit,Transfer,TOTAL CHECKING,,
6/22/2018,Tnxi Payroll Ppd,TNXI             PAYROLLPPD ID: 2300889828,929.1,credit,Paycheck,TOTAL CHECKING,,
6/22/2018,Papa John's,PAPA JOHN'S #447 102 MISSION HILLS CA518655  06/21,9.84,debit,Fast Food,TOTAL CHECKING,,
6/22/2018,ATM Withdrawal,ATM WITHDRAWAL002570  06/229154 SEPU,460,debit,Cash & ATM,TOTAL CHECKING,,
6/22/2018,Quickpay With Zelle,QuickPay with Zelle payment to Keisha Nicole Thorne 7253690825,100,debit,Credit Card Payment,TOTAL CHECKING,,
6/22/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,2.85,credit,Transfer,TOTAL CHECKING,,
6/22/2018,Vons,VONS     Store  3161 MISSION HILLS CA        06/21 Purchase $10.00 Cash Back $10.00,20,debit,Groceries,TOTAL CHECKING,,
6/22/2018,Carl's Jr,CARL'S JR 1100087 LOS ANGELES CA06/21,5.46,debit,Fast Food,TOTAL CHECKING,,
6/22/2018,Carl's Jr,CARL'S JR 1100087 LOS ANGELES CA06/21,5.46,debit,Fast Food,TOTAL CHECKING,,
6/21/2018,Circle K,CIRCLE K VAN NUYS CA698104  06/21,1.08,debit,Gas & Fuel,TOTAL CHECKING,,
6/21/2018,Google Play,PP*GOOGLE PLAY 402-935-7733 CA06/19,5.99,debit,Entertainment,TOTAL CHECKING,,
6/21/2018,Spotify,PAYPAL *SPOTIFYUSAI 402-935-7733NY          06/19,9.99,debit,Music,TOTAL CHECKING,,
6/20/2018,Progressive,PROG SELECT INS  INS PREM   POL922462182  TEL ID: 9409348062,73.28,debit,Auto Insurance,TOTAL CHECKING,,
6/20/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,45.9,credit,Transfer,TOTAL CHECKING,,
6/20/2018,Google,Payment to Google,5.99,debit,Advertising,PayPal Account,,
6/20/2018,Spotify,Purchase from Spotify USA Inc,9.99,debit,Music,PayPal Account,,
6/19/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,38.78,credit,Transfer,TOTAL CHECKING,,
6/18/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,43.85,credit,Transfer,TOTAL CHECKING,,
6/18/2018,ATM Withdrawal,ATM WITHDRAWAL008630  06/181140 W AV,30,debit,Cash & ATM,TOTAL CHECKING,,
6/18/2018,Stripe Transfer Post,STRIPE           TRANSFER   Postmates Couri CCD ID: 1800948598,53.49,credit,Transfer,TOTAL CHECKING,,
